n2710db;とんでもスキルで異世界放浪メシ
16816927863323997866;謎解きは保健室で～『中学生探偵オレ』の事件簿～
16816927862956520219;九分後では早すぎる
1177354054880214318;ルナティック･ブレイン 【ー特殊殺人対策捜査班ー】前編
4852201425154948431;BRAVE NEW WORLD!!
4852201425154874550;憑依探偵　風神レイ　～君の身体で推理する～
16817139556299078853;1面、降版します
16816452218297200119;現世堂の奇書鑑定
1177354054881260998;ソニック・ストライカー
4852201425155004993;理系女子のブルーな二月
1177354054881352086;一人、或いは六人の容疑者
16817330653843344816;病弱な公爵令嬢（？）の家庭教師～その正体は？～
16816927859242100080;あなたにとって、一番されたくない嫌なことって何？ - color to color
1177354054884427504;うちのゴリラ知りませんか？
16817330653058955145;いつか魔法が解けるまで
16817330649477180204;長し夜に、ひらく窓<天神一の日常推理　呪われた女>
16816927863180673360;胡蝶の探偵
16817330650966927528;クローズドサークルは開かない
1177354054890665119;おかえり犯人
1177354054886040515;メイドの頭の中は、ホラーで満たされている。　～ｒｅｄ　ｍｅｒｍａｉｄ～
1177354054882131005;【連作ミステリー】東大正高校新聞部シリーズ
16816700427332909634;小説　優しい探偵〜街の仲間と純愛と〜(中間審査突破作)
1177354054882180109;『うさぎ強盗には死んでもらう』番外編――『鴉と深海の盤上遊戯』
4852201425154900378;ペット探偵と謎解きカフェ
16817330652525233675;【人格渦】
1177354054919012366;自殺に見えない自殺の仕方
16817139558839634181;無明の闇夜に
1177354054881235804;光
1177354054890299220;ノー アンサー
16817330651329745364;性暴力担当刑事、由美子👩
16817330650430187520;サーベイランス・ドールズ
16816700426362173080;幻想法廷　～転生裁判官の事件簿～
1177354054891239021;真実の境界線
16816927862883649947;このミステリがミステリとなるまで
16817330653993867686;ハモ――水属性系男子・魚水海里の事件簿Ⅱ――
1177354054891658697;カワウソが憑いてきました
16816700429384154589;Ｆ先生の謎解き往復書簡集
16817139558169898401;🏠あの不動産屋は何処に消えた！
4852201425154870674;手作り兵器カレーライス
16817139556080870161;家族は四人
16816927862975760989;魔女探偵☆星咲魔美魅
16816927859533936253;ディープグラウンド〜地底学園サバイバル〜
16817330657753998073;保健室の雪女
16817139556567381205;猫が、鳴いた。
1177354054911749267;イマジナリーフレンド
16817330650448754637;シャッター通りのバンクシー
16816452221399813045;スナップドラゴン
1177354054884600574;うちの心理係は腹黒い！
16817330655440916633;幼馴染み探偵団
16816452219064660229;安楽庵探偵事務所　〜尋ね人は異世界です。〜
16817139556727573402;屍鬼街〈モルグ〉はまだ眠っている
16817330653905400344;散る花びら
1177354054920997683;ライムライトの交差点
1177354054880743174;とある事件の異常性について
16816927861221815080;眠り塚
1177354054890520964;一償
1177354055246856735;アイリーンはホームズの夢を見たのか？
1177354054886713612;私が消えてなくなる前に〜警視庁捜査第一課密室特捜班〜
1177354054886203421;砦
16817330650208656572;すべては配信外の出来事です。
16817330655751678139;もふもふ専門死霊使いは、虹の橋を渡らせない！　－可愛がっていたあの子に会わせるから、私のそばにいてください－
16817139554672007674;裏山の閃光～藤ヶ丘少年団～
16816700427410342562;全田―少年の事件簿　オーギュスト号殺人事件
16817330648426654118;不実な神が支配する
16817330653878785969;The man who bought seven books
1177354054886065808;アットホーム アサシン【改訂版】
16816700426111800236; FＵＮＵＫＥの凪
16817330650202711578;須藤海の検索ミステリ ～今日もネットの海を潜り、貴方の秘密を暴きます～
1177354054895813102;良き水曜日ですね
1177354054880233097;赤ちゃん探偵
16817330650015309456;後宮の女官占い師はウラを糾って謎を解く～行動心理の分析は推理に入りますか？
1177354054888280425;交換殺人って難しい
16817330658591803912;斜陽の向日葵と影の朝顔
16817330656477688063;アート・オブ・テラー
16816452218559333176;悪いお姉さんが教えてあげる
16817139555484690057;なくもない世界
4852201425154880393;The Story of Ark －王無き世界の王の物語－
1177354054881523104;ミステリー小説を書きたい
1177354054884715768;一冬の糸
1177354054882452963;図書室のヨミ
1177354054882075892;セイタン部　～声が示すは謎解きのオト～
16816927863067218379;裏の裏の裏は裏
4852201425154913300;ホンファの一日
16817330650210995778;捜査一課のアイルトン・セナ
1177354054914303330;去る孤島の秘密
16817139556800463156;遠い記憶＊far memory　（ℝ１５）
1177354054890068483;東堂兄弟の探偵録〜第三話  蛇つかい座のドール〜
1177354054881564433;名探偵ぷりん――あたちのぷりんたべたのだぁれ？
16817139554647022737;ただ、○○○○だけなのに<天神一の日常推理　番外編>
16817330657175877811;神体山（しんたいさん）殺人事件
1177354054917923280;カタリナ
16817330654692108040;探偵の武器は推理だけじゃない。
16816700427069589199;The snow of the underworld
1177354054921023786;こちら、灰田探偵事務所
16816452219774641293;ここは猫町３番地
1177354054883784162;メタフィクション探偵　霧島十歩
1177354054889320066;東堂兄弟の探偵録〜第二話 夢みるカマキリ〜
16817330650738748732;匿名記者アカウント
16817139554505092004;【第二章完結】全ての謎はレモン色に
16817330653958060424;女子高生は名探偵の顔をするーぬいぐるみー
16816927862783309176;源三位頼政は何故挙兵したのか？　～とあるオンライン授業の一幕～
1177354054892596972;現代ミステリー考案店
1177354054934859513;曖昧でしあわせな世界
1177354054919171303;半月の探偵
16816927860160383741;ウィスキーボンボン
1177354054897842057;きいろい服のおっさん殺人事件
1177354054934126412;領主ゲーム
1177354054885855392;ぼくたちの青春は覇権を取れない。-昇陽高校アニメーション研究部・活動録（二冊目）-
16817330653435227852;君の嘘は優しくない
16816927862103937366;伝書猫
1177354054889189515;東堂兄弟のオカルト録
16817330654094888222;タコ――水属性系男子・魚水海里の事件簿Ⅲ――
16817139556041035623;うわさ探偵、噺構成の推理劇。
16816452218723694690;灰色探偵ダニット
1177354054881416908;最後の朝ごはん
16817139555696033165;【完結】「父に毒殺され母の葬儀までタイムリープしたので、親戚の集まる前で父にやり返してやった」
1177354054882033871;フレンチクルーラー殺人事件
16817330659645982180;月波見学園事件録－七不思議の呪殺－
1177354054881369302;片付けられない彼氏と、片付けしかできない彼女
16817139554713644114;エビ探偵・車エビ男のフライなる事件簿
1177354054882398586;長編小説４　『花纏月千（かてんげっち）』　
1177354054882172409;Q．もし異世界に一つだけなんでも持っていけるなら？
16816927861298355041;おしたちの夜
1177354054882419008;諜報員明智湖太郎の日常
16817330660418649018;【新作　初ジャンル】確定推理　　東狐　司（とうこつかさ）は、答えは解るが過程が解らない
1177354055181423825;終天の朔
16816927861686806299;他称メンヘラ探偵
4852201425154882533;さすがさんと春色の研究
1177354054894000316;真犯人オンライン　～対戦型不可能殺人構築ゲーム～
1177354054891619297;君を殺す誰か～if～
16816700426681549753;あなたを死なせるための手紙
1177354054893390091;墓守のエマは空の青さを知る
1177354054880430430;処女ビッチ魔王と平凡な勇者
1177354054884375946;シークレット・ブロッサム
1177354054890426795;東堂兄弟の探偵録  出雲御子編〜第一話  不自然なトカゲ〜
1177354054881414496;ナーサリークライム Re;bake　～森屋帝司郎の犯罪帝王学～
16816927862123920506;紫煙の先に見ゆるは──　～安楽椅子探偵は５分の推理タイムを必要とする～
16817330654705386069;ランドリーで推論を
16816700427583811499;『箱庭』
16816927859328142129;夜更け探偵1 夜明けの怪盗
1177354054954474636;ルヴァルフェンサ　遺石蒐集家
1177354054895223963;真夏の創痕
16816452219158976565;アユミ
1177354055525062455;パン屋の朝は早い
16817330654397508553;アユ――水属性系男子・魚水海里の事件簿Ⅵ――
16816700427510478013;怨霊怪異の不在証明 -「怪異殺し」探偵藤間澪の事件記録-
16817139556320839511;草つ月、灼くる日 <天神一の日常推理　しろいこな>
16817330658267033643;背徳を浴びる鳥のうた　～亡き王子のためのパヴァーヌ～
1177354054882264979;【書籍化します】神宮道とエフェメラル
